,
1013038,0
1013014,0
1013013,3
1013063,1
1013007,3
1013053,1
1013040,1
1013006,0
1013004,3
1013026,3
,
1028091,4
1028007,1
1028074,0
1028043,2
1028013,1
1028048,0
1028011,2
1028045,0
1028018,1
1028001,1
,
1010048,3
1010004,3
1010046,2
1010026,3
1010057,0
1010033,0
1010027,2
1010002,1
1010054,0
1010060,0
,
1022042,6
1022006,3
1028005,3
1022050,4
1022029,2
1022021,4
1022058,3
1022015,2
1028047,3
1022007,0
,
1028035,4
1028060,3
1028023,3
1028025,3
1028033,4
1028061,3
1028071,2
1028019,3
1028059,3
1028026,0
,
1010007,3
1010051,1
1010023,1
1010005,1
1010099,2
1010030,1
1010031,1
1010058,1
1010015,1
1010017,0
,
1022049,2
1022001,3
1022051,0
1022017,3
1022043,1
1022047,1
1022037,1
1022055,3
1010040,2
1022032,0
,
1013074,4
1013019,5
1013050,3
1013046,3
1013033,6
1013059,4
1013051,6
1013060,3
1013034,2
1013054,2
1013062,0
