,
1725173,3
1725152,4
1725066,4
1830011,3
1830018,3
1725141,2
1830036,0
1830025,3
1830014,0
,
1725019,2
1725185,4
1725051,2
1725184,2
1623042,5
1623002,3
1623046,1
1623051,4
1623005,1
1725038,1
,
1124010,4
1511011,4
1511004,2
1511055,2
1124022,1
1511030,3
1115025,1
1511009,2
1124004,3
,
1028027,2
1028091,4
1115021,4
1028006,2
1115009,3
1028062,1
1115062,3
1028038,3
1115007,2
,
1028056,3
1028032,2
1013031,1
1028054,3
1028004,2
1028053,1
1010001,4
1028003,2
1028072,2
1028028,3
,
2234029,3
1022035,3
1022024,3
2234065,3
1022033,2
1010035,1
1010055,1
1010037,3
1010022,2
2234063,0
,
2221032,2
2234007,3
2221021,5
2234013,3
2234040,2
2221003,6
2221027,1
2234002,3
2234025,2
2234006,0
,
2026050,3
2026097,2
2029137,3
2026060,1
2029124,3
2026067,3
2029001,5
2026026,2
2034004,3
2029118,0
,
2035036,2
2029072,2
2026030,1
2029158,5
2029139,0
2029038,2
2035012,1
2035031,1
2035037,2
2026054,0
,
2012010,4
2029076,3
2012020,3
2029051,2
1914015,1
2012018,4
2012002,2
2029126,2
2029107,1
,
2014010,3
1914001,3
1914006,1
1914013,2
2012036,4
2012043,3
1920069,3
1919036,2
2012014,1
1914019,3
,
1919019,6
1919005,1
1919061,0
1914030,0
1920055,2
1919025,1
1919011,3
1919049,2
1919007,2
1920079,3
,
1932032,2
1932005,2
1932070,1
1932075,4
1932039,2
2029034,0
1920004,5
2029090,0
1932056,1
,
1013049,7
2029040,2
1927003,2
1927051,4
1932041,3
1927018,4
1927067,2
1027057,1
1927068,0
1927026,1
,
1932062,5
1920017,4
1920045,5
1920041,2
1933035,2
1920027,5
1932073,1
1920062,0
1920053,1
1920009,3
,
1115058,3
1317031,7
1013042,1
1013072,3
1115002,6
1317029,3
1927022,1
1317018,1
1013021,1
1317033,0
,
1317006,2
1725177,4
1725122,5
1317032,2
1725166,1
1725035,3
1317046,3
1317019,0
2131002,1
2131021,2
,
1216055,6
2131044,3
1216042,5
2131023,3
2131051,3
2131018,2
2131003,2
1216002,2
1216015,0
1216035,1
,
