,
1933022,3
1920001,4
1933054,3
1933005,3
1933039,3
1933027,2
1933052,2
1933009,1
1933033,0
1933031,1
,
1932015,6
1927039,2
1927060,3
1927010,2
1927049,4
1927032,2
1927059,1
1927007,1
1927005,2
1927019,2
,
1927064,4
1927040,3
1932020,4
1927036,3
1927015,3
1932057,2
1927013,0
1927014,2
1927006,2
1932068,0
,
1932023,2
1920025,4
1914025,3
1920075,3
1932007,1
1920015,2
1920072,1
1932016,3
1932014,1
1932012,2
,
1919045,2
1919038,4
1919027,4
1920023,4
1919064,3
1920059,2
1920018,2
1920068,1
1920032,1
1920011,0
,
1919065,3
1914044,2
1919014,0
1914022,3
1919062,2
1914009,1
1919004,1
1919041,2
1914007,4
1919055,0
