,
2131029,7
1725060,4
1830030,6
1725158,7
1216023,1
1725138,3
1725042,3
1317056,4
2131014,3
1933034,2
1725046,1
1725020,0
,
1725135,4
1725109,6
1725146,5
1317044,4
1317008,4
1124018,1
1124009,4
1115070,2
1115032,4
1725139,1
1511017,1
1725003,3
,
1010003,5
1028069,3
1028082,4
1028044,7
1010014,2
1028036,4
1013020,2
1010034,3
1124019,5
1028055,1
1028039,4
1013065,4
,
2221007,8
1022041,6
1022031,4
2221015,3
1010059,0
1022002,4
2221025,5
1022045,0
1010041,5
1022005,5
1010044,4
1022027,0
,
2026025,2
2026001,5
2029049,2
2029086,4
2026012,3
2035002,5
2029079,4
2035028,2
2029021,8
2029135,4
1927004,2
2029103,2
,
2012042,4
2029009,2
2029008,6
2029127,4
1932025,2
1914031,2
2012028,5
2029120,6
2029167,4
2014029,2
2012032,4
1914027,3
,
1920063,4
1920029,3
1920060,5
1920043,4
1919035,4
1919057,5
1919010,4
1914002,1
1919050,4
1919020,3
1919018,1
1919039,1
,
1932058,5
2032004,4
1927076,5
1927035,4
1933004,4
1933036,3
1933048,5
1927066,6
1927058,2
1927023,2
1932003,2
1927053,2
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
