,,,,
1013073,3,31,3,0
1013043,3,27,3,0
1027075,6,22,4,2
1028089,3,19,1,2
1013037,2,10,2,0
1013055,-2,-2,0,0
,,,,
1013048,6,35,5,1
1013071,2,26,2,0
1013047,8,24,4,4
1013029,1,17,1,0
1013022,0,8,1,1
1013064,2,5,0,1
,,,,
1028020,8,40,8,0
1013002,1,21,1,0
1028087,2,16,1,1
1028084,2,16,1,1
1028037,4,16,2,2
1028016,-1,7,0,1
,,,,
,,29,3,0
91010042,5,29,5,0
1028075,4,22,1,3
1010043,-1,11,1,0
1028030,1,4,0,2
91010028,1,1,0,1
,,,,
1010049,6,38,5,1
1010009,4,32,2,2
1010036,3,19,3,0
91010025,2,18,1,1
1010021,-3,-1,0,1
1010024,-3,-1,0,1
,,,,
1022036,2,26,2,0
91022009,1,17,3,0
1022039,-2,14,0,0
1022056,3,11,1,2
1022038,5,9,0,5
,,,,
1022019,5,33,5,0
99022042,6,22,4,2
1022011,4,20,3,1
1022057,1,17,1,0
1022023,1,13,2,1
,,3,1,0
