,,,,
1725173,4,36,4,0
1725152,6,30,5,1
1830018,5,29,3,2
1725066,5,25,4,1
1830011,4,20,1,3
1830036,1,13,1,0
1725141,2,12,1,1
1830025,3,5,0,3
1830014,0,4,0,0
,,,,
1725185,5,33,3,2
1725019,4,28,2,2
1725051,2,28,1,1
1623002,5,25,3,2
1623042,6,22,1,5
1725184,2,22,1,1
1623051,4,16,2,2
1623046,1,15,1,0
1623005,1,13,0,1
1725038,2,10,0,2
,,,,
1124010,4,32,3,1
1511055,4,28,3,1
1511011,5,25,2,3
1511004,4,24,1,3
1511009,3,17,1,2
1124022,2,16,0,2
1115025,1,13,0,1
1511030,4,12,0,4
1124004,3,7,0,3
,,,,
1028091,6,32,5,1
1028027,2,30,2,0
1115021,6,26,4,2
1115009,4,20,1,3
1028062,1,17,1,0
1028006,2,16,1,1
1115062,3,11,0,3
1028038,3,7,0,3
1115007,2,6,0,2
,,,,
1013031,3,31,2,1
1028054,3,29,2,1
1028032,4,28,2,2
1028004,4,26,2,2
1028056,5,25,3,2
1028053,1,21,0,1
1010001,4,20,1,3
1028003,2,18,0,2
1028072,2,6,0,2
1028028,3,3,0,3
,,,,
2234029,5,37,5,0
1022035,3,31,3,0
1022024,3,23,2,1
1010037,4,16,1,3
2234065,3,15,1,2
1022033,3,15,0,3
1010035,2,14,0,2
1010055,1,13,0,1
2234063,0,12,0,0
1010022,2,10,0,2
,,,,
2234007,5,33,4,1
2234013,5,29,4,1
2221021,5,25,2,3
2221032,2,24,2,0
2221003,7,23,4,3
2234040,4,20,0,4
2234025,3,15,1,2
2234002,4,12,1,3
2221027,1,11,0,1
2234006,0,2,0,0
,,,,
2026097,4,40,4,0
2026050,4,36,3,1
2026060,3,31,3,0
2029137,3,27,2,1
2029001,7,19,2,5
2034004,4,16,2,2
2029124,4,16,1,3
2026067,3,15,1,2
2026026,2,10,1,1
2029118,0,4,0,0
,,,,
2035036,2,34,2,0
2026030,3,27,2,1
2029072,3,25,1,2
2029139,0,20,0,0
2029038,3,19,0,3
2029158,6,18,3,3
2035031,1,15,0,1
2035012,2,14,0,2
2035037,2,8,1,1
2026054,0,6,0,0
