,
1013022,4
1013029,2
1013071,3
1013064,1
1013022,0
1028016,2
,
1013012,1
1013068,2
1013047,1
1013001,2
1013004,1
1013055,1
,
1013008,2
1013028,1
1013057,0
1013073,1
1013037,0
1013076,1
,
1013015,2
1013045,2
1013017,2
1013048,1
1028089,1
1013002,0
,
1028026,1
1028064,3
1028002,3
1028083,1
1028087,0
1028092,0
,
1028034,1
1028037,3
1028058,1
1028030,3
1028084,2
1028070,0
,
1010036,2
1022054,1
1022039,2
1010049,2
1028049,0
1022038,1
,
1022013,4
1022019,4
1022011,0
1022057,1
1022056,0
1022008,2
,
1010017,1
1010042,4
1010009,1
1010032,2
1010066,1
1010024,1
,
1028008,4
1010016,0
1010068,3
1010043,1
1028075,0
1010070,0
