,,,,
1725152,6,42,5,1
1725173,5,37,4,1
1830018,7,35,4,3
1725066,5,29,4,1
1830036,2,22,2,0
1830011,4,20,1,3
1725141,2,12,1,1
1830025,5,11,1,4
1830014,0,4,0,0
,,,,
1725185,5,41,3,2
1623002,7,35,4,3
1623042,8,32,2,6
1725051,2,32,1,1
1725019,5,29,2,3
1725184,4,28,1,3
1623005,2,22,0,2
1623051,4,16,2,2
1623046,1,15,1,0
1725038,3,15,0,3
,,,,
1124010,4,40,3,1
1511055,5,31,3,2
1511004,5,31,1,4
1511011,5,29,2,3
1511009,3,21,1,2
1124022,2,20,0,2
1511030,5,13,0,5
1115025,1,13,0,1
1124004,3,7,0,3
,,,,
1028091,6,36,5,1
1028027,2,30,2,0
1115021,6,30,4,2
1028062,2,26,2,0
1028006,3,21,2,1
1115009,5,21,1,4
1115062,3,15,0,3
1028038,4,12,0,4
1115007,2,6,0,2
,,,,
1013031,6,38,3,3
1028032,5,37,3,2
1028004,6,36,4,2
1028056,6,34,4,2
1028054,3,33,2,1
1010001,6,30,2,4
1028053,1,25,0,1
1028003,3,23,0,3
1028072,2,6,0,2
1028028,4,4,0,4
,,,,
2234029,6,46,6,0
1022035,6,46,6,0
1022024,3,29,2,1
1010037,4,22,1,3
1010035,3,21,0,3
1022033,3,17,0,3
2234065,4,16,1,3
1010022,3,15,1,2
1010055,1,13,0,1
2234063,0,12,0,0
,,,,
2234007,6,38,5,1
2234013,5,33,4,1
2221021,5,29,2,3
2221003,8,28,5,3
2221032,3,25,2,1
2234040,4,24,0,4
2234002,4,20,1,3
2234025,4,16,1,3
2221027,1,11,0,1
2234006,-1,7,1,0
,,,,
2026050,5,49,4,1
2026097,4,44,4,0
2026060,3,35,3,0
2029137,4,32,2,2
2029001,8,24,2,6
2034004,5,21,2,3
2026067,4,20,1,3
2026026,2,18,1,1
2029124,5,17,1,4
2029118,0,4,0,0
,,,,
2035036,3,39,3,0
2026030,3,31,2,1
2029072,4,30,1,3
2029139,1,29,0,1
2035031,2,24,1,1
2029038,4,24,1,3
2029158,7,23,3,4
2035012,2,18,0,2
2035037,4,14,2,2
2026054,0,10,0,0
,,,,
2029051,4,36,3,1
2012010,7,35,5,2
1914015,1,29,0,1
2012018,6,26,3,3
2012020,3,21,3,0
2029076,4,20,2,2
2012002,4,14,0,4
2029126,4,12,0,4
2029107,2,6,0,2
,,,,
2014010,5,37,2,3
2012036,6,34,2,4
1914006,2,30,1,1
1914013,2,28,1,1
1914001,4,28,1,3
1920069,3,27,0,3
1919036,2,22,0,2
2012043,6,22,1,5
1914019,4,10,0,4
2012014,2,10,0,2
,,,,
1919019,8,40,5,3
1914030,2,34,0,2
1919061,2,32,0,2
1919005,2,32,1,1
1920055,3,31,1,2
1919025,1,29,1,0
1919011,6,26,1,5
1919049,5,13,0,5
1919007,2,10,0,2
1920079,5,9,1,4
,,,,
1932032,4,44,4,0
1932070,2,38,1,1
1932075,4,24,2,2
1932005,3,23,0,3
2029034,2,22,1,1
1932039,3,19,1,2
1920004,6,14,1,5
2029090,2,8,0,2
1932056,2,8,0,2
,,,,
1013049,9,41,6,3
1927051,5,37,4,1
1927003,4,36,1,3
2029040,4,32,3,1
1932041,5,29,3,2
1927018,5,21,1,4
1027057,2,14,1,1
1927067,2,10,0,2
1927068,1,9,0,1
1927026,3,7,1,2
,,,,
1932062,7,43,6,1
1920045,7,43,5,2
1920017,6,42,5,1
1920027,6,26,2,4
1920041,5,25,1,4
1932073,4,20,1,3
1933035,2,18,1,1
1920062,2,18,0,2
1920053,1,13,0,1
1920009,3,11,1,2
,,,,
1317031,10,42,7,3
1115058,5,37,3,2
1013072,3,35,2,1
1013042,2,30,1,1
1115002,7,23,4,3
1927022,2,22,2,0
1317018,1,17,1,0
1317029,4,16,0,4
1013021,4,16,1,3
1317033,1,5,0,1
,,,,
1317006,3,51,3,0
1725177,6,42,5,1
1725122,8,30,3,5
1725035,5,29,4,1
1725166,2,26,0,2
1317019,2,24,0,2
1317032,3,19,1,2
1317046,4,16,2,2
2131002,3,15,0,3
2131021,2,14,0,2
,,,,
1216055,6,42,5,1
2131044,5,41,3,2
1216042,8,40,6,2
2131051,5,27,2,3
2131018,5,27,2,3
2131023,3,27,2,1
1216002,3,23,2,1
2131003,4,20,1,3
1216015,1,5,0,1
1216035,1,1,0,1
