,,,,
1933010,8,54,8,0
1933018,8,48,6,2
1933050,7,45,6,1
1933042,7,45,7,0
1933023,5,41,4,1
1933001,8,32,5,3
1933028,3,21,4,1
1933051,1,11,2,1
1933056,3,11,2,1
1933059,-36,-36,0,0
,,,,
1933040,9,57,8,1
1927088,11,51,9,2
1933007,7,43,7,0
1933012,5,37,4,1
1927054,7,35,5,2
1933026,3,23,2,1
1927002,2,18,2,0
1927025,1,17,3,0
1933032,3,15,2,1
1933057,-36,-36,0,0
,,,,
1932010,8,64,8,0
1927087,12,56,10,2
1932044,8,48,8,0
1927063,8,44,7,1
1927065,5,33,4,1
1927001,6,30,4,2
1927085,7,27,4,3
1927052,5,23,4,1
1932063,-35,-35,1,0
1927008,-35,-35,1,0
,,,,
1932009,7,49,7,0
1932043,6,46,6,0
1932067,5,36,3,2
1932047,8,36,5,3
1932036,6,34,2,4
1932079,5,29,3,2
1932069,-1,25,2,1
1932022,1,5,0,1
1932078,3,5,1,2
1920067,-3,3,0,1
,,,,
1920064,10,54,9,1
1919037,6,42,3,3
1919058,6,40,4,2
1920070,4,32,2,2
1920061,3,27,2,1
1920026,4,24,2,2
1920054,1,23,1,0
1920036,2,22,2,0
1920013,4,12,2,2
71920053,-2,-4,0,2
,,,,
71919046,8,52,8,0
1914020,8,48,7,1
1914042,7,47,7,0
1914041,2,38,2,0
1932031,2,20,2,0
1914028,4,20,2,2
1914017,7,15,2,5
1914016,2,14,0,2
1914045,2,14,1,1
1914039,2,6,0,2
